Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/15/2025,02/17/2025,BLUECHEW,Health & Wellness,Sale,-37.55,
02/14/2025,02/16/2025,SPEEDWAY 09418 1925 W SUN,Gas,Sale,-6.07,
02/14/2025,02/16/2025,TARGET        00013573,Shopping,Sale,-62.47,
02/14/2025,02/16/2025,COSTCO WHSE #0672,Shopping,Sale,-63.79,
02/15/2025,02/16/2025,DOLLAR TREE,Shopping,Sale,-5.19,
02/15/2025,02/16/2025,Subway 30708,Food & Drink,Sale,-10.01,
02/13/2025,02/14/2025,AMAZON MKTPL*LZ98R7HU3,Shopping,Sale,-53.39,
02/10/2025,02/12/2025,CARLS JR 1101940 ONLINE,Food & Drink,Sale,-4.83,
02/09/2025,02/10/2025,RED MOUNTAIN MARKET,Groceries,Sale,-10.06,
02/09/2025,02/10/2025,Amazon Prime*TY6RW9Y53,Bills & Utilities,Sale,-16.45,
02/07/2025,02/09/2025,CHICK-FIL-A #04568,Food & Drink,Sale,-8.07,
02/07/2025,02/09/2025,BURGER KING #10527,Food & Drink,Sale,-14.31,
02/08/2025,02/09/2025,DIGBY'S MARKET,Groceries,Sale,-17.04,
02/06/2025,02/09/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
02/07/2025,02/09/2025,PAYPAL *STEAM GAMES,Entertainment,Sale,-24.96,
02/05/2025,02/06/2025,Disney Plus,Bills & Utilities,Sale,-10.66,
01/31/2025,02/02/2025,COSTCO WHSE #0672,Shopping,Sale,-5.90,
01/31/2025,02/02/2025,TST* GEORGE'S CORNER REST,Food & Drink,Sale,-20.09,
01/27/2025,02/02/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
02/01/2025,02/02/2025,LYFT   *1 RIDE 01-31,Travel,Sale,-9.92,
02/01/2025,02/02/2025,DIGBY'S MARKET,Groceries,Sale,-21.61,
01/31/2025,02/02/2025,LYFT   *1 RIDE 01-30,Travel,Sale,-15.75,
01/31/2025,02/02/2025,COSTCO WHSE #0672,Shopping,Sale,-93.88,
01/31/2025,02/02/2025,DIGBY'S MARKET,Groceries,Sale,-17.52,
01/26/2025,01/28/2025,Southwest Skin and Can,Health & Wellness,Sale,-36.02,
01/25/2025,01/28/2025,BURGER KING #10527,Food & Drink,Sale,-7.75,
01/25/2025,01/28/2025,Amazon.com*ZC4R03UZ2,Shopping,Sale,-69.05,
01/25/2025,01/28/2025,DIGBY'S MARKET,Groceries,Sale,-32.57,
01/25/2025,01/28/2025,SANCHEZ MEXICAN FOOD,Food & Drink,Sale,-23.52,
01/24/2025,01/26/2025,Ocean Buffet,Food & Drink,Sale,-37.00,
01/24/2025,01/26/2025,COSTCO WHSE #0672,Shopping,Sale,-59.68,
01/24/2025,01/26/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/20/2025,01/22/2025,PAYPAL *JAGEX LTD,Entertainment,Sale,-13.99,
01/20/2025,01/22/2025,CHICK-FIL-A #04568,Food & Drink,Sale,-9.46,
01/18/2025,01/20/2025,WESTJETAIR  8387201992339,Travel,Sale,-1250.47,
01/18/2025,01/20/2025,WESTJETAIR  8387201992338,Travel,Sale,-1250.47,
01/18/2025,01/20/2025,WESTJET     8382193934309,Travel,Sale,-1352.66,
01/18/2025,01/19/2025,NBOME COMLEX,Professional Services,Sale,-745.00,
01/19/2025,01/19/2025,AMERICAN AIR0012207324078,Travel,Sale,-784.91,
01/19/2025,01/19/2025,AMERICAN AIR0012207324079,Travel,Sale,-784.91,
01/19/2025,01/19/2025,NATIONAL BOARD OF MEDICAL,Education,Sale,-680.00,
01/17/2025,01/19/2025,COSTCO WHSE #0672,Shopping,Sale,-96.99,
01/17/2025,01/19/2025,SPO*NETOSBAKERYPANADERIA,Food & Drink,Sale,-4.87,
01/17/2025,01/19/2025,DIGBY'S MARKET,Groceries,Sale,-26.63,
01/12/2025,01/12/2025,AMA*MEMBERSHIP DUES,Personal,Sale,-20.00,
01/09/2025,01/10/2025,Amazon Prime*Z54FG4EU2,Bills & Utilities,Sale,-16.45,
01/08/2025,01/09/2025,Payment Thank You-Mobile,,Payment,33574.36,
01/08/2025,01/09/2025,DIGBY'S MARKET,Groceries,Sale,-9.51,
01/06/2025,01/08/2025,PERFORMANCE FITNESS - ST,Entertainment,Sale,-37.35,
01/06/2025,01/07/2025,Disney Plus,Bills & Utilities,Sale,-6.40,
01/04/2025,01/05/2025,Payment Thank You-Mobile,,Payment,1070.70,
01/03/2025,01/05/2025,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/03/2025,01/05/2025,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/03/2025,01/05/2025,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/03/2025,01/05/2025,DIGBY'S MARKET,Groceries,Sale,-31.52,
01/03/2025,01/05/2025,COSTCO WHSE #0672,Shopping,Sale,-228.01,
01/03/2025,01/05/2025,COSTCO WHSE #0672,Shopping,Sale,-6.43,
01/03/2025,01/05/2025,ROCKY VISTA UNIVERSITY,Education,Sale,-3302.00,
01/03/2025,01/03/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-17.79,
01/02/2025,01/02/2025,PAYPAL *CRAFTYINTEN,Shopping,Sale,-6.00,
12/31/2024,01/01/2025,FAMILY DOLLAR,Shopping,Sale,-5.98,
