TransactionDate,Description,Category,Type,Amount
02/01/2023,SPEEDWAY 4114,Gas,Sale,-27.32
01/31/2023,WHOLEFDS SCA #10633,Groceries,Sale,-16.59
01/30/2023,7-ELEVEN 16346,Gas,Sale,-4.98
01/29/2023,CARLS JR,Food & Drink,Sale,-13.26
01/29/2023,HERNANDEZ MARKET #2,Groceries,Sale,-8.69
01/27/2023,SAFEWAY #2607,Groceries,Sale,-10.0
01/27/2023,SANTA CRUZ GROCERY,Groceries,Sale,-30.59
01/28/2023,Amazon.com*JB41F75E3,Shopping,Sale,-6.82
01/28/2023,PAYPAL *HBO MAX,Bills & Utilities,Sale,-1.99
01/27/2023,COSTCO WHSE #0149,Shopping,Sale,-23.99
01/27/2023,COSTCO WHSE #0149,Shopping,Sale,-4.06
01/28/2023,PANDA EXPRESS #1860 P,Food & Drink,Sale,-14.97
01/27/2023,COSTCO WHSE #0149,Shopping,Sale,-2.17
01/26/2023,BURGER KING #4447,Food & Drink,Sale,-3.06
01/26/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,44.12
01/24/2023,APPLE.COM/BILL,Shopping,Sale,-5.0
01/24/2023,APPLE.COM/BILL,Shopping,Sale,-0.98
01/22/2023,SAFEWAY #2607,Groceries,Sale,-11.43
01/22/2023,BURGER KING #4447,Food & Drink,Return,6.56
01/22/2023,BURGER KING #4447,Food & Drink,Sale,-6.56
01/21/2023,TACO BELL 30740,Food & Drink,Sale,-4.91
01/21/2023,JALAPENOS TAQUERIA,Food & Drink,Sale,-12.24
01/20/2023,SAFEWAY #0799,Groceries,Sale,-15.89
01/20/2023,SANTA CRUZ GROCERY,Groceries,Sale,-30.38
01/19/2023,CM/ZONE 8,Food & Drink,Sale,-45.0
01/20/2023,BURGER KING #2066,Food & Drink,Sale,-2.19
01/20/2023,BURGER KING #2066,Food & Drink,Sale,-7.09
01/21/2023,HERNANDEZ MARKET #2,Groceries,Sale,-7.42
01/20/2023,THE HALAL GUYS,Food & Drink,Sale,-17.37
01/19/2023,McDonalds 778,Food & Drink,Sale,-3.27
01/19/2023,COMCAST CALIFORNIA,Bills & Utilities,Sale,-73.0
01/18/2023,AMZN Mktp US*CB3X83A73,Shopping,Sale,-10.91
01/16/2023,TST* ZACHARY'S RESTAURANT,Food & Drink,Sale,-18.02
01/15/2023,24 Hour Fitness USA  I,Health & Wellness,Sale,-43.99
01/15/2023,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-152.75
01/13/2023,7-ELEVEN 16346,Gas,Sale,-5.14
01/13/2023,COSTCO WHSE #0149,Shopping,Sale,-55.36
01/13/2023,SAFEWAY #2607,Groceries,Sale,-3.2
01/13/2023,COSTCO WHSE #0149,Shopping,Sale,-4.36
01/15/2023,WINGSTOP 570 OLO,Food & Drink,Sale,-25.32
01/13/2023,SPEEDWAY 4114,Gas,Sale,-26.26
01/13/2023,BURGER KING #4447,Food & Drink,Sale,-4.37
01/11/2023,DUST BOWL BREWERY TAPROOM,Food & Drink,Sale,-9.05
01/11/2023,TST* Wedos Tacos,Food & Drink,Sale,-21.85
01/12/2023,MONTEREY WATERFRONT LOTS,Travel,Sale,-3.0
01/11/2023,CVS/PHARMACY #09320,Health & Wellness,Sale,-8.51
01/11/2023,McDonalds 5461,Food & Drink,Sale,-5.11
01/10/2023,COMMONS EAST CAFE,Food & Drink,Sale,-2.34
01/10/2023,COMMONS EAST CAFE,Food & Drink,Sale,-14.17
01/08/2023,DELTA AIR   Baggage Fee,Travel,Sale,-30.0
01/09/2023,Amazon Prime*KC00L7S93,Bills & Utilities,Sale,-8.18
01/08/2023,ROCKY VISTA UNIVERSITY,Education,Sale,-1040.0
01/06/2023,GEN KOREAN BBQ WESTGATE,Food & Drink,Sale,-65.0
01/08/2023,Amazon.com*VB4FU3MY3,Shopping,Sale,-10.18
01/08/2023,McDonalds 778,Food & Drink,Sale,-9.57
01/06/2023,SANTA CRUZ GROCERY,Groceries,Sale,-21.83
01/07/2023,GONG CHA - WESTGATE,Food & Drink,Sale,-20.45
01/08/2023,PAYPAL *EBAY US,Shopping,Sale,-43.69
01/07/2023,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.0
01/06/2023,AMZN Mktp US*WS8KL6GF3,Shopping,Sale,-20.97
01/05/2023,PAYPAL *CHEGG TXTBK ORDER,Shopping,Sale,-15.95
01/05/2023,COSTCO WHSE #0149,Shopping,Sale,-9.21
01/04/2023,PETSMART # 0073,Shopping,Sale,-37.67
01/04/2023,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.0
01/02/2023,BATH &amp; BODY WORKS 3082,Shopping,Sale,-7.41
01/03/2023,AMZN Mktp US,Shopping,Return,10.48
01/02/2023,SQ *BELLA FRUIT AND DRINK,Food & Drink,Sale,-8.0
01/02/2023,McDonalds 778,Food & Drink,Sale,-4.24
01/02/2023,WETZELS PRETZELS #456,Food & Drink,Sale,-18.28
12/31/2022,SAFEWAY #0799,Groceries,Sale,-11.78
12/30/2022,7-ELEVEN 16346,Gas,Sale,-4.68
12/30/2022,HERNANDEZ MARKET #2,Groceries,Sale,-6.86
12/31/2022,BURGER KING #2066,Food & Drink,Sale,-15.27
12/29/2022,CARLS JR 49,Food & Drink,Sale,-43.82
12/31/2022,SANTA CRUZ GROCERY,Groceries,Sale,-65.87
